filename	mark	label	off0	off1	span	code	semantic_rel	omim_code	mesh_code	icd10_code	hpo_code
es-S0465-546X2009000300008-1	T11	ENFERMEDAD	1044	1056	tuberculosis	56717001	EXACT	None	D014376	A15-A19.9	None
es-S0465-546X2009000300008-1	T12	ENFERMEDAD	111	134	inocula accidentalmente	1.08507410001191E+016	EXACT	None	None	None	None
es-S0465-546X2009000300008-1	T13	ENFERMEDAD	943	954	hepatitis B	66071002	EXACT	None	D006509	None	None
es-S0465-546X2009000300008-1	T14	ENFERMEDAD	527	533	herida	416462003	EXACT	None	D014947	None	None
es-S0465-546X2009000300008-1	T15	ENFERMEDAD	1371	1377	lesión	417163006	EXACT	None	None	None	None
es-S0465-546X2009000300008-1	T16	ENFERMEDAD	1413	1419	lesión	417163006	EXACT	None	None	None	None
es-S0465-546X2009000300008-1	T17	ENFERMEDAD	1547	1553	lesión	417163006	EXACT	None	None	None	None
S0004-06142006000900006-1	T1	ENFERMEDAD	24	52	patología litiásica compleja	66058000	NARROW	None	D020347	None	None
S0004-06142006000900006-1	T2	ENFERMEDAD	193	209	litiasis renales	386103008	EXACT	None	None	None	None
S0004-06142006000900006-1	T3	ENFERMEDAD	399	416	litiasis ureteral	386104002	EXACT	None	None	None	None
S0004-06142006000900006-1	T4	ENFERMEDAD	549	582	litiasis de 1 cm en polo inferior	386103008	NARROW	None	None	None	None
S0004-06142006000900006-1	T5	ENFERMEDAD	298	342	moderada dilatación pielocalicial y ureteral	95576001+371011007	COMPOSITE	MTHU011685+MTHU012060	None	N13.4	HP:0000072+HP:0100581
es-S1139-76322013000100009-1	T1	ENFERMEDAD	64	95	grave retraso pondero-estatural	444896005	NARROW	MTHU008087	None	None	HP:0001510
es-S1139-76322013000100009-1	T2	ENFERMEDAD	117	149	estrabismo convergente bilateral	16596007	NARROW	MTHU037284	D004948	H50.0	HP:0000565
es-S1139-76322013000100009-1	T3	ENFERMEDAD	152	170	mamilas invertidas	82231009	EXACT	163600	None	None	HP:0003186
es-S1139-76322013000100009-1	T4	ENFERMEDAD	276	296	fallo de crecimiento	444896005	EXACT	MTHU008087	None	None	HP:0001510
es-S1139-76322013000100009-1	T5	ENFERMEDAD	888	916	error innato del metabolismo	86095007	EXACT	None	D008661	None	None
es-S1139-76322013000100009-1	T6	ENFERMEDAD	918	921	EIM	86095007	EXACT	None	D008661	None	None
es-S1139-76322013000100009-1	T7	ENFERMEDAD	1079	1085	sepsis	91302008	EXACT	MTHU010579	D018805	None	None
es-S1139-76322013000100009-1	T8	ENFERMEDAD	1205	1226	hipoplasia cerebelosa	16026008	EXACT	MTHU005282	C562568	None	HP:0001321
es-S1139-76322013000100009-1	T9	ENFERMEDAD	1276	1340	defecto congénito de la glucosilación de proteínas (CGD) tipo Ia	459063003	EXACT	212065	C535739	None	None
es-S1139-76322013000100009-1	T10	ENFERMEDAD	1328	1331	CGD	238049009	EXACT	None	D018981	None	None
es-S1139-76322013000100009-1	T11	ENFERMEDAD	736	751	hipoalbuminemia	119247004	EXACT	MTHU000014	D034141	None	HP:0003073
es-S1139-76322013000100009-1	T12	ENFERMEDAD	1095	1107	hipoglucemia	66694000	EXACT	None	None	None	None
es-S0365-66912008000700008-1	T1	ENFERMEDAD	776	801	síndrome de Miller Fisher	1767005	EXACT	None	D019846	None	None
es-S0365-66912008000700008-1	T2	ENFERMEDAD	323	328	gripe	6142004	EXACT	None	D007251	None	None
es-S0365-66912008000700008-1	T3	ENFERMEDAD	1526	1542	desmielinización	6118003	EXACT	None	None	G37.9	None
es-S0365-66912008000700008-1	T4	ENFERMEDAD	1497	1523	lesión ocupante de espacio	56002005	EXACT	None	None	None	None
es-S0365-66912008000700008-1	T5	ENFERMEDAD	229	237	diplopía	24982008	EXACT	MTHU062371	D004172	H53.2	HP:0000651
es-S0365-66912008000700008-1	T6	ENFERMEDAD	1908	1916	diplopía	24982008	EXACT	MTHU062371	D004172	H53.2	HP:0000651
es-S0365-66912008000700008-1	T7	ENFERMEDAD	1310	1318	disfagia	288939007	EXACT	MTHU037782	D003680	R13	HP:0002015
es-S0365-66912008000700008-1	T8	ENFERMEDAD	1299	1307	disfonía	16617009	EXACT	MTHU036689	D055154	R49.0	HP:0001618
es-S0365-66912008000700008-1	T9	ENFERMEDAD	1281	1297	parálisis facial	280816001	EXACT	MTHU036933	D005158	None	HP:0007209
es-S0365-66912008000700008-1	T10	ENFERMEDAD	74	86	visión doble	24982008	EXACT	MTHU062371	D004172	H53.2	HP:0000651
es-S0365-66912008000700008-1	T11	ENFERMEDAD	666	685	diplopia horizontal	24982008	NARROW	MTHU062371	D004172	H53.2	HP:0000651
es-S0212-16112012000300029-1	T1	ENFERMEDAD	1443	1487	derrame pleural aumentó haciéndose bilateral	425802001	EXACT	MTHU053073	None	None	None
es-S0212-16112012000300029-1	T2	ENFERMEDAD	34	37	LAM	91861009	EXACT	MTHU061674	D015470	C92.0	HP:0004808
es-S0212-16112012000300029-1	T3	ENFERMEDAD	1862	1891	infección asociada al catéter	440653007	EXACT	None	D055499	None	None
es-S0212-16112012000300029-1	T4	ENFERMEDAD	56	89	hemoneumotórax derecho espontáneo	16632002	NARROW	MTHU038542	D006468	None	None
es-S0212-16112012000300029-1	T5	ENFERMEDAD	442	457	derrame pleural	60046008	EXACT	MTHU012482	D010996	None	HP:0002202
es-S0212-16112012000300029-1	T6	ENFERMEDAD	1767	1782	hipoalbuminemia	119247004	EXACT	MTHU000014	D034141	None	HP:0003073
es-S0212-16112012000300029-1	T7	ENFERMEDAD	524	534	quilotórax	83035003	EXACT	MTHU057614	D002916	None	HP:0010310
es-S0212-16112012000300029-1	T8	ENFERMEDAD	154	171	distrofia bullosa	823996003	NARROW	MTHU051940	None	None	HP:0008066
es-S0212-16112012000300029-1	T9	ENFERMEDAD	2559	2584	derrame pleural bilateral	425802001	EXACT	MTHU053073	None	None	None
es-S0212-16112012000300029-1	T10	ENFERMEDAD	251	266	ascitis quilosa	52985009	EXACT	MTHU009835	D002915	None	HP:0012281
es-S0212-16112012000300029-1	T11	ENFERMEDAD	288	325	linfangioma quístico retro-peritoneal	400178008	NARROW	MTHU015908	D008202	D18.1	HP:0100764
es-S0212-16112012000300029-1	T12	ENFERMEDAD	129	138	hemotórax	31892009	EXACT	None	D006491	J94.2	HP:0012151
es-S1139-76322012000300006-2	T1	ENFERMEDAD	393	414	hipertrofia amigdalar	46689006	EXACT	MTHU007444	None	J35.1	HP:0030812
es-S1139-76322012000300006-2	T2	ENFERMEDAD	1199	1210	adenopatías	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
es-S1139-76322012000300006-2	T3	ENFERMEDAD	1214	1234	hepatoesplenomegalia	36760000	EXACT	MTHU012652	None	None	HP:0001433
es-S1139-76322012000300006-2	T4	ENFERMEDAD	1429	1452	síndrome mononucleósico	271558008	EXACT	MTHU043155	D007244	B27.9	None
es-S0210-56912007000700008-1	T1	ENFERMEDAD	33	40	fumador	77176002	EXACT	None	D000074285	None	None
es-S0210-56912007000700008-1	T2	ENFERMEDAD	913	958	adenopatías en hilio pulmonar, paratraqueales	127101005+23794001	COMPOSITE	None	None	None	None
es-S0210-56912007000700008-1	T3	ENFERMEDAD	1167	1187	proteinosis alveolar	10501004	EXACT	MTHU037388	D011649	None	None
es-S0210-56912007000700008-1	T4	ENFERMEDAD	1358	1365	hipoxia	389086002	EXACT	MTHU016005	D000860	None	HP:0012418
es-S1130-01082007000700016-1	T1	ENFERMEDAD	62	98	pancreatitis aguda de origen enólico	235942001	EXACT	None	None	None	None
es-S1130-01082007000700016-1	T2	ENFERMEDAD	346	366	hipotensión arterial	45007003	EXACT	MTHU003384	D007022	I95.9	HP:0002615
es-S1130-01082007000700016-1	T3	ENFERMEDAD	977	1001	pseudoquiste pancreático	111374002	EXACT	None	D010192	K86.3	HP:0005206
es-S1130-01082007000700016-1	T4	ENFERMEDAD	805	818	hiperglucemia	80394007	EXACT	MTHU002042	D006943	R73.9	HP:0003074
es-S0004-06142007000700015-1	T1	ENFERMEDAD	391	413	quísticas parapiélicas	253883006	NARROW	MTHU015022	None	None	HP:0005562
es-S0004-06142007000700015-1	T2	ENFERMEDAD	524	531	quistes	441457006	EXACT	None	D003560	None	None
es-S0004-06142007000700015-1	T3	ENFERMEDAD	581	616	quiste parapiélico en riñón derecho	722223000	NARROW	MTHU070483	None	None	HP:0000107
es-S0004-06142007000700015-1	T4	ENFERMEDAD	765	780	lesión quística	441457006	EXACT	None	D003560	None	None
es-S0004-06142007000700015-1	T5	ENFERMEDAD	997	1024	linfangioma renal bilateral	400178008	EXACT	MTHU015908	D008202	D18.1	HP:0100764
es-S0004-06142007000700015-1	T6	ENFERMEDAD	1174	1186	lesión renal	79131000119100	EXACT	None	None	None	None
es-S0004-06142007000700015-1	T7	ENFERMEDAD	467	475	lesiones	157670007	EXACT	None	None	None	None
es-S0004-06142007000700015-1	T8	ENFERMEDAD	870	910	celda renal izquierda existía una lesión	79131000119100	NARROW	None	None	None	None
es-S1139-76322012000400011-1	T1	ENFERMEDAD	400	413	bilharzhiasis	10087007	EXACT	None	D012552	B65.9	None
es-S1139-76322012000400011-1	T2	ENFERMEDAD	939	955	esquistosomiasis	10087007	EXACT	None	D012552	B65.9	None
es-S1139-76322012000400011-1	T3	ENFERMEDAD	79	101	hematuria macroscópica	197941005	EXACT	MTHU068861	None	None	HP:0012587
es-S0210-48062009000600016-1	T1	ENFERMEDAD	90	119	tumor renal del polo inferior	126880001	NARROW	MTHU067161	D007680	None	HP:0009726
es-S0210-48062009000600016-1	T2	ENFERMEDAD	894	924	ascitis de distribución difusa	389026000	NARROW	MTHU037219	D001201	R18	HP:0001541
es-S0210-48062009000600016-1	T3	ENFERMEDAD	170	223	adherencias peritumorales paraaórticas y al mesocolon	197197009	NARROW	None	None	None	None
es-S0210-48062009000600016-1	T4	ENFERMEDAD	943	958	ascitis quilosa	52985009	EXACT	MTHU009835	D002915	None	HP:0012281
es-S0210-48062009000600016-1	T5	ENFERMEDAD	1088	1109	hipo-proteinemia leve	8900005	NARROW	MTHU001376	D007019	None	None
es-S0210-48062009000600016-1	T6	ENFERMEDAD	467	500	carcinoma renal de células claras	254915003	EXACT	144700	D002292	None	HP:0009726
es-S1134-80462008000800003-1	T1	ENFERMEDAD	42	118	síndrome doloroso regional complejo tipo I de la extremidad derecha superior	293971000119103	EXACT	None	None	None	None
es-S1134-80462008000800003-1	T2	ENFERMEDAD	2072	2085	tirotoxicosis	90739004	EXACT	275000	D013971	E05.9	None
es-S1134-80462008000800003-1	T3	ENFERMEDAD	234	266	infección causada por pseudomona	63398001	EXACT	MTHU033234	D011552	None	None
es-S1134-80462008000800003-1	T4	ENFERMEDAD	594	598	SDRC	128200000	EXACT	None	D020918	None	None
es-S1134-80462008000800003-1	T5	ENFERMEDAD	1366	1384	Síndrome de Horner	271730003	EXACT	MTHU003998	D006732	G90.2	HP:0002277
es-S1134-80462008000800003-1	T6	ENFERMEDAD	705	713	diabetes	73211009	EXACT	MTHU036798	D003920	E14	HP:0000819
es-S1134-80462008000800003-1	T7	ENFERMEDAD	688	700	hipertensión	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S1134-80462008000800003-1	T8	ENFERMEDAD	1581	1593	hipertensión	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S1130-01082009000700015-1	T1	ENFERMEDAD	569	581	endometrioma	237116001	EXACT	MTHU018328	None	None	None
es-S1130-01082009000700015-1	T2	ENFERMEDAD	1045	1072	tumor de células granulares	404035005	EXACT	None	D016586	None	None
es-S1130-01082009000700015-1	T3	ENFERMEDAD	1532	1540	lesiones	157670007	EXACT	None	None	None	None
es-S1130-01082009000700015-1	T4	ENFERMEDAD	1077	1140	lesión se extiende por el tejido adiposo subseroso del apéndice	235771005	NARROW	None	None	None	None
es-S1130-05582008000500009-1	T1	ENFERMEDAD	1493	1539	proceso neoplásico en el lóbulo medio pulmonar	126713003	NARROW	None	D008175	None	HP:0100526
es-S1130-05582008000500009-1	T2	ENFERMEDAD	152	285	carcinoma de células escamosas que afectaba al borde lingual, la pared lateral orofaríngea, el área amigdalar y el hemipaladar blando	276952000+408649007+276962007	COMPOSITE	None	None	None	HP:0030413
es-S1130-05582008000500009-1	T3	ENFERMEDAD	326	430	adenopatías metastásicas en los ejes vasculares y en las regiones submaxilares de ambos lados del cuello	94392001+127082004+127087005	COMPOSITE	MTHU018974	D008207	C77.9	HP:0033176
es-S1130-05582008000500009-1	T4	ENFERMEDAD	1910	1945	desgarros en la pared de la tráquea	233784004	NARROW	None	None	None	None
es-S1130-05582008000500009-1	T5	ENFERMEDAD	491	496	tumor	55342001	EXACT	None	None	None	None
es-S0004-06142008000600013-1	T1	ENFERMEDAD	196	214	bocio multinodular	237570007	EXACT	MTHU048750	None	None	HP:0005987
es-S0004-06142008000600013-1	T2	ENFERMEDAD	838	853	carcinoma renal	254915003	EXACT	144700	D002292	None	HP:0009726
es-S0004-06142008000600013-1	T3	ENFERMEDAD	954	976	adenopatías cervicales	127086001	EXACT	MTHU033335	None	None	HP:0025289
es-S0004-06142008000600013-1	T4	ENFERMEDAD	1066	1074	lesiones	157670007	EXACT	None	None	None	None
es-S0004-06142008000600013-1	T5	ENFERMEDAD	987	1044	imágenes ocupantes de espacio en seno piriforme izquierdo	7393007	NARROW	None	D010254	None	HP:0000246
es-S0365-66912010000600004-1	T1	ENFERMEDAD	108	131	ptosis congénita de ojo	268163008	EXACT	MTHU062615	None	Q10.0	HP:0007970
es-S0365-66912010000600004-1	T2	ENFERMEDAD	1863	1878	quiste dermoide	441459009	NARROW	None	None	None	None
es-S0365-66912010000600004-1	T3	ENFERMEDAD	1025	1035	hipotropia	29491004	EXACT	MTHU062617	None	None	HP:0025584
es-S0365-66912010000600004-1	T4	ENFERMEDAD	1723	1735	astigmatismo	82649003	EXACT	603047	D001251	H52.2	HP:0000483
es-S0365-66912010000600004-1	T5	ENFERMEDAD	2040	2046	lesión	417163006	EXACT	None	None	None	None
es-S0365-66912010000600004-1	T6	ENFERMEDAD	316	340	problemas de coagulación	248253003	EXACT	None	None	None	None
es-S0365-66912010000600004-1	T7	ENFERMEDAD	445	480	asimetría entre párpados superiores	366009001	NARROW	None	None	None	None
es-S0365-66912010000600004-1	T8	ENFERMEDAD	482	552	tercio interno del párpado superior izquierdo discretamente descendido	412719003	NARROW	None	None	None	None
es-S1134-80462004000400007-1	T1	ENFERMEDAD	61	71	DM tipo II	44054006	EXACT	MTHU028982	D003924	E11	HP:0005978
es-S1134-80462004000400007-1	T2	ENFERMEDAD	148	151	HTA	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S1134-80462004000400007-1	T3	ENFERMEDAD	1167	1189	depresión respiratoria	80954004	EXACT	MTHU058419	D012131	None	HP:0005952
es-S1134-80462004000400007-1	T4	ENFERMEDAD	169	174	obesa	414915002	EXACT	601665	D009765	E66.9	HP:0001513
es-S1134-80462004000400007-1	T5	ENFERMEDAD	132	146	polineuropatía	42345000	EXACT	MTHU038003	D011115	G62.9	HP:0001271
es-S0004-06142007000700014-1	T1	ENFERMEDAD	21	42	alérgico a penicilina	91936005	EXACT	None	None	None	None
es-S0004-06142007000700014-1	T2	ENFERMEDAD	79	91	endocarditis	56819008	EXACT	None	D004696	None	HP:0100584
es-S0004-06142007000700014-1	T3	ENFERMEDAD	260	308	glande, que deformaba meato, con áreas ulceradas	33495006	NARROW	None	None	None	None
es-S0004-06142007000700014-1	T4	ENFERMEDAD	343	397	adenopatías fijas y duras en ambas regiones inguinales	127199000	NARROW	None	None	None	None
es-S0004-06142007000700014-1	T5	ENFERMEDAD	477	512	adenopatías pulmonares e inguinales	127101005+127199000	COMPOSITE	None	None	None	None
es-S0004-06142007000700014-1	T6	ENFERMEDAD	551	568	neoplasia de pene	126896003	EXACT	None	D010412	None	HP:0100850
es-S0004-06142007000700014-1	T7	ENFERMEDAD	679	742	sarcoma pleomórfico de pene con diferenciación osteosarcomatosa	424413001	NARROW	MTHU022273	D012509	None	HP:0100242
es-S0004-06142007000700014-1	T8	ENFERMEDAD	1016	1041	insuficiencia renal aguda	723189000	EXACT	None	D058186	None	None
es-S0210-48062004000500008-1	T1	ENFERMEDAD	729	761	priapismo de prolongada duración	6273006	EXACT	MTHU054345	D011317	N48.3	HP:0200023
es-S0210-48062004000500008-1	T2	ENFERMEDAD	2068	2095	síndrome mieloproliferativo	425333006	EXACT	MTHU052356	D009196	None	HP:0005547
es-S0210-48062004000500008-1	T3	ENFERMEDAD	371	390	traumatismo peneano	110015006	NARROW	None	None	None	None
es-S0210-48062004000500008-1	T4	ENFERMEDAD	815	838	priapismo de alto flujo	441545004	EXACT	None	None	None	None
es-S0210-48062004000500008-1	T5	ENFERMEDAD	2156	2181	leucemia mieloide crónica	92818009	EXACT	608232	None	C92.1	HP:0005506
es-S0210-48062004000500008-1	T6	ENFERMEDAD	2380	2389	priapismo	6273006	EXACT	MTHU054345	D011317	N48.3	HP:0200023
es-S0210-48062004000500008-1	T7	ENFERMEDAD	956	999	daño irreversible en los cuerpos cavernosos	128543007	NARROW	None	None	None	None
es-S0210-48062004000500008-1	T8	ENFERMEDAD	2423	2448	leucemia mieloide crónica	92818009	EXACT	608232	None	C92.1	HP:0005506
es-S0210-48062004000500008-1	T9	ENFERMEDAD	2321	2344	enfermedad hematológica	34093004	EXACT	None	D006402	D75.9	HP:0001871
es-S0211-57352011000100008-1	T1	ENFERMEDAD	44	70	trastorno afectivo bipolar	13746004	EXACT	611535	D001714	F31.9	HP:0007302
es-S0211-57352011000100008-1	T2	ENFERMEDAD	659	680	hipertensión arterial	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S0211-57352011000100008-1	T3	ENFERMEDAD	697	710	hipopotasemia	43339004	EXACT	MTHU037106	D011191	E87.6	HP:0002900
es-S0211-57352011000100008-1	T4	ENFERMEDAD	782	800	retención urinaria	267064002	EXACT	MTHU006664	D016055	R33	HP:0000016
es-S0211-57352011000100008-1	T5	ENFERMEDAD	1562	1583	hipertensión arterial	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S0211-57352011000100008-1	T6	ENFERMEDAD	1585	1588	HTA	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S0211-57352011000100008-1	T7	ENFERMEDAD	1595	1608	hipernatremia	39355002	EXACT	None	None	None	None
es-S0211-57352011000100008-1	T8	ENFERMEDAD	2024	2041	catatonia maligna	441833000	EXACT	None	D002389	None	None
es-S0211-57352011000100008-1	T9	ENFERMEDAD	2256	2259	HTA	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S0211-57352011000100008-1	T10	ENFERMEDAD	2391	2402	encefalitis	45170000	EXACT	MTHU007426	D004660	None	HP:0002383
es-S0211-57352011000100008-1	T11	ENFERMEDAD	2468	2471	TAB	13746004	EXACT	611535	D001714	F31.9	HP:0007302
es-S0211-57352011000100008-1	T12	ENFERMEDAD	2482	2499	catatonia maligna	441833000	EXACT	None	D002389	None	None
es-S0211-57352011000100008-1	T13	ENFERMEDAD	1223	1239	trombosis venosa	111293003	EXACT	MTHU002871	D020246	None	HP:0004936
es-S1139-76322016000200010-1	T1	ENFERMEDAD	118	134	sangrado vaginal	399131003	EXACT	None	None	None	None
es-S1139-76322016000200010-1	T2	ENFERMEDAD	395	407	abuso sexual	225826001	EXACT	None	None	None	None
es-S1139-76322016000200010-1	T3	ENFERMEDAD	497	519	cuerpo extraño vaginal	34124000	EXACT	None	None	None	None
es-S1139-76322016000200010-1	T4	ENFERMEDAD	532	544	abuso sexual	225826001	EXACT	None	None	None	None
es-S1139-76322016000200010-1	T5	ENFERMEDAD	605	627	cuerpo extraño vaginal	34124000	EXACT	None	None	None	None
es-S1139-76322016000200010-1	T6	ENFERMEDAD	784	796	abuso sexual	225826001	EXACT	None	None	None	None
es-S1130-05582017000100031-1	T1	ENFERMEDAD	77	113	edentulismo parcial de ambas arcadas	371084005+371083004	COMPOSITE	None	None	None	None
es-S1130-05582017000100031-1	T2	ENFERMEDAD	116	196	atrofia alveolar severa clase III de Seibert1 en la región de premaxila edéntula	75721000	NARROW	None	None	None	None
es-S1130-05582017000100031-1	T3	ENFERMEDAD	673	679	herida	416462003	EXACT	None	D014947	None	None
es-S0365-66912004000600008-1	T1	ENFERMEDAD	34	69	glaucoma primario de ángulo abierto	77075001	EXACT	137760	D005902	H40.1	HP:0012108
es-S0365-66912004000600008-1	T2	ENFERMEDAD	212	221	cataratas	193570009	EXACT	MTHU067071	D002386	H26.9	HP:0000518
es-S0365-66912004000600008-1	T3	ENFERMEDAD	796	818	edema macular quístico	193387007	EXACT	153880	D008269	None	HP:0011505
es-S0365-66912004000600008-1	T4	ENFERMEDAD	1614	1621	quistes	441457006	EXACT	None	D003560	None	None
es-S0365-66912004000600008-1	T5	ENFERMEDAD	1065	1083	espacios quísticos	125291005	EXACT	None	None	None	None
es-S0465-546X2014000300010-1	T1	ENFERMEDAD	1762	1779	accidente laboral	65339005	EXACT	None	None	None	None
es-S0465-546X2014000300010-1	T2	ENFERMEDAD	1782	1804	enfermedad profesional	115966001	EXACT	None	D009784	None	None
es-S0465-546X2014000300010-1	T3	ENFERMEDAD	514	523	Hepatitis	128241005	EXACT	MTHU067436	D006505	K75.9	HP:0012115
es-S0465-546X2014000300010-1	T4	ENFERMEDAD	127	148	pinchazo con abbocath	1.08507410001191E+016	NARROW	None	None	None	None
es-S0465-546X2014000300010-1	T5	ENFERMEDAD	367	393	enfermedades transmisibles	190563008	EXACT	None	None	None	None
es-S0465-546X2014000300010-1	T6	ENFERMEDAD	1204	1215	Hepatitis A	128241005	NARROW	MTHU067436	D006505	K75.9	HP:0012115
es-S0465-546X2014000300010-1	T7	ENFERMEDAD	1218	1229	Hepatitis B	66071002	EXACT	None	D006509	None	None
es-S0465-546X2014000300010-1	T8	ENFERMEDAD	1016	1031	hepatitis A y B	40468003+66071002	COMPOSITE	None	D006506+D006509	None	None
es-S1698-69462006000300015-1	T1	ENFERMEDAD	1185	1198	osteocondroma	443093007	EXACT	MTHU071978	D015831	None	HP:0030431
es-S1698-69462006000300015-1	T2	ENFERMEDAD	1339	1363	deformidad de la mejilla	118930001	NARROW	None	None	None	HP:0000271
es-S1698-69462006000300015-1	T3	ENFERMEDAD	626	642	tumor coronoídeo	126551000	EXACT	None	D008339	None	None
es-S1698-69462006000300015-1	T4	ENFERMEDAD	241	304	asimetría facial por aumento de volumen en la mejilla izquierda	15253005	NARROW	MTHU022887	D005146	None	HP:0000324
es-S0212-71992007000200007-1	T1	ENFERMEDAD	91	103	pancitopenia	127034005	EXACT	MTHU036683	D010198	None	HP:0001876
es-S0212-71992007000200007-1	T2	ENFERMEDAD	139	152	LNH di tipo B	109979007	EXACT	MTHU019696	D016393	None	HP:0012191
es-S0212-71992007000200007-1	T3	ENFERMEDAD	447	469	enfermedad linfomatosa	414628006	EXACT	None	None	None	None
es-S0212-71992007000200007-1	T4	ENFERMEDAD	517	531	mielodisplasia	109995007	EXACT	614286	D009190	D46.9	HP:0002863
es-S0212-71992007000200007-1	T5	ENFERMEDAD	921	933	pancitopenia	127034005	EXACT	MTHU036683	D010198	None	HP:0001876
es-S0212-71992007000200007-1	T6	ENFERMEDAD	1100	1120	ipertensión cerebral	50490005	EXACT	None	D020343	I67.4	None
es-S0212-71992007000200007-1	T7	ENFERMEDAD	1762	1781	metaplasia mieloide	443230004	EXACT	None	None	None	None
es-S0212-71992007000200007-1	T8	ENFERMEDAD	2258	2271	coma cerebral	371632003	EXACT	MTHU002540	D003128	R40.2	HP:0001259
es-S0212-71992007000200007-1	T9	ENFERMEDAD	558	581	infiltración neoplásica	128462008	EXACT	None	None	None	None
es-S0212-71992007000200007-1	T10	ENFERMEDAD	688	702	esplenomegalia	16294009	EXACT	MTHU001744	D013163	None	HP:0001744
es-S0212-71992007000200007-1	T11	ENFERMEDAD	1063	1071	lesiones	157670007	EXACT	None	None	None	None
S0004-06142006000600012-1	T1	ENFERMEDAD	137	147	varicocele	51070004	EXACT	MTHU036940	D014646	I86.1	HP:0012871
S0004-06142006000600012-1	T2	ENFERMEDAD	573	604	adenomegalias retroperitoneales	127154008	EXACT	None	None	None	None
S0004-06142006000600012-1	T3	ENFERMEDAD	977	1005	Tumor maligno indiferenciado	363346000	NARROW	MTHU067044	D009369	C80	HP:0002664
S0004-06142006000600012-1	T4	ENFERMEDAD	1103	1108	tumor	55342001	EXACT	None	None	None	None
S0004-06142006000600012-1	T5	ENFERMEDAD	1162	1207	infiltración focal de la grasa perisuprarenal	94162004	NARROW	None	None	None	None
S0004-06142006000600012-1	T6	ENFERMEDAD	1337	1358	pielonefritis crónica	63302006	EXACT	MTHU036826	None	None	None
S0004-06142006000600012-1	T7	ENFERMEDAD	1397	1416	quiste de retención	367645008	EXACT	MTHU018903	None	None	None
S0004-06142006000600012-1	T8	ENFERMEDAD	1536	1549	Nefroblastoma	302849000	EXACT	MTHU071819	D009396	None	HP:0002667
S0004-06142006000600012-1	T9	ENFERMEDAD	1551	1565	Tumor de Wilms	302849000	EXACT	MTHU071819	D009396	None	HP:0002667
S0004-06142006000600012-1	T10	ENFERMEDAD	1649	1665	recidiva tumoral	25173007	EXACT	None	None	None	None
S0004-06142006000600012-1	T11	ENFERMEDAD	1841	1849	neumonía	233604007	EXACT	MTHU002638	D011014	J18.9	HP:0002090
S0004-06142006000600012-1	T12	ENFERMEDAD	1884	1890	sepsis	91302008	EXACT	MTHU010579	D018805	None	None
S0004-06142006000600012-1	T13	ENFERMEDAD	1230	1236	lesión	417163006	EXACT	None	None	None	None
S0004-06142006000600012-1	T14	ENFERMEDAD	1475	1481	lesión	417163006	EXACT	None	None	None	None
S0004-06142006000600012-1	T15	ENFERMEDAD	1300	1314	lesión tumoral	55342001	EXACT	None	None	None	None
S0004-06142006000600012-1	T16	ENFERMEDAD	1238	1257	Embolias vasculares	414086009	EXACT	None	D004617	None	None
S0004-06142006000600012-1	T17	ENFERMEDAD	1360	1394	Arterio y arteriolonefroesclerosis	32916005	NARROW	MTHU036895	D009400	None	HP:0009741
S0004-06142007000500017-1	T1	ENFERMEDAD	644	665	nevus azul prostático	63166000	NARROW	MTHU016872	D018329	None	None
es-S1130-01082008000400013-1	T1	ENFERMEDAD	81	90	trombosis	439127006	EXACT	MTHU005312	D013927	None	None
es-S1130-01082008000400013-1	T2	ENFERMEDAD	960	986	trombosis de la vena porta	17920008	EXACT	MTHU062790	None	I81	HP:0030242
es-S1130-01082008000400013-1	T3	ENFERMEDAD	960	1020	trombosis de la vena porta y de la vena mesentérica superior	197001004+17920008	COMPOSITE	MTHU062790	None	I81	HP:0030242
es-S1130-01082008000400013-1	T4	ENFERMEDAD	1235	1246	trombofilia	234467004	EXACT	MTHU054815	D019851	None	HP:0100724
es-S1130-01082008000400013-1	T5	ENFERMEDAD	1262	1326	heterocigosis para la mutación G20210A del gen de la protrombina	441421001	EXACT	None	None	None	None
es-S1130-01082008000400013-1	T6	ENFERMEDAD	1635	1649	esplenomegalia	16294009	EXACT	MTHU001744	D013163	None	HP:0001744
es-S1130-01082008000400013-1	T7	ENFERMEDAD	1759	1789	vasos colaterales periportales	67307004	NARROW	None	None	None	None
es-S1137-66272012000100011-1	T1	ENFERMEDAD	18	25	fumador	77176002	EXACT	None	D000074285	None	None
es-S1137-66272012000100011-1	T2	ENFERMEDAD	69	87	esofagitis péptica	16761005	NARROW	MTHU018345	D004941	K20	HP:0100633
es-S1137-66272012000100011-1	T3	ENFERMEDAD	89	104	hernia de hiato	84089009	EXACT	142400	D006551	None	HP:0002036
